ctrlMSE	score	pMSE	p	BH
axon extension involved in axon guidance	129.290966231412	0.790504649813992	1	1	1
neuron projection extension involved in neuron projection guidance	129.290966231412	0.790504649813992	1	1	1
positive regulation of retinoic acid receptor signaling pathway	118.725466585366	0.790503660512488	0.4	0.6	1
Golgi ribbon formation	124.573835623277	0.790502164345649	1	1	1
collagen metabolic process	122.544729593189	0.790498346681637	1	1	1
histamine biosynthetic process	131.380818098473	0.790488234417212	0.8	0.8	1
aorta morphogenesis	127.71427655164	0.790476910981108	0.8	0.8	1
positive regulation of corticosteroid hormone secretion	122.802831655108	0.790468979655145	0.4	0.4	1
appendage development	129.780253317344	0.790461209042444	1	1	1
limb development	129.780253317344	0.790461209042444	1	0.8	1
positive regulation of signal transduction by p53 class mediator	125.717415723897	0.790458460310252	0.8	0.8	1
DNA replication preinitiation complex assembly	124.741225728547	0.790458056478758	0.4	0.4	1
regulation of stem cell population maintenance	126.475853703204	0.790456713416911	0.8	0.8	1
regulation of immune complex clearance by monocytes and macrophages	124.889712329937	0.790450685994046	0.6	0.8	1
bone cell development	126.594559439019	0.790447805633751	1	1	1
cartilage morphogenesis	128.457063394587	0.790440226171248	0.8	0.8	1
regulation of NIK/NF-kappaB signaling	120.505497705286	0.790437479796227	0.8	1	1
cellular response to dsRNA	123.589663742411	0.790436618812498	0.8	0.8	1
negative regulation of fatty acid biosynthetic process	126.37382863964	0.790432853667991	0.6	0.8	1
polyol catabolic process	129.623100291765	0.790427418788938	0.6	0.8	1
cardiac muscle cell development	128.667898729972	0.790423730624338	1	1	1
defense response	120.209912687896	0.790410249396551	1	1	1
positive regulation of cyclic nucleotide biosynthetic process	129.937106336414	0.790402161325999	1	1	1
regulation of cardiac muscle cell apoptotic process	131.743455730379	0.790388750582462	1	0.8	1
positive regulation of autophagosome maturation	131.33647685495	0.790369499113681	0.8	0.6	1
negative regulation of receptor-mediated endocytosis	131.588808012031	0.790366596633644	0.8	0.8	1
regulation of insulin-like growth factor receptor signaling pathway	129.209687876252	0.790361362310646	0.8	0.6	1
regulation of circadian sleep/wake cycle, wakefulness	127.473168357862	0.790353941271915	0.2	0.2	1
detection of light stimulus	122.975213588153	0.790343543969642	0.8	0.8	1
cardiac ventricle development	125.465868211707	0.790331910970132	1	1	1
bile acid and bile salt transport	118.409253692025	0.790321924288435	0.8	0.8	1
regulation of centrosome cycle	131.014345010447	0.790310476447668	1	1	1
negative regulation of retinal ganglion cell axon guidance	124.924916044195	0.79031015241317	0.6	0.6	1
lymphoid progenitor cell differentiation	125.864353918382	0.790306592781457	0.6	0.8	1
Spemann organizer formation	135.239262148985	0.79026738030203	0.8	0.6	1
regulation of calcium-transporting ATPase activity	131.410934308737	0.790266872833679	1	1	1
regulation of oligodendrocyte differentiation	127.015927866635	0.790262340926111	0.8	0.8	1
aorta development	127.861698687788	0.790259896178923	1	0.8	1
modulation by host of symbiont molecular function	127.163740778971	0.790258984968453	0.8	0.8	1
modulation of molecular function in other organism	127.153113466524	0.790257909828379	0.6	0.8	1
modulation of molecular function in other organism involved in symbiotic interaction	127.153113466524	0.790257909828379	1	1	1
extracellular matrix organization	125.949999024962	0.790257343538271	0.8	0.8	1
extracellular structure organization	125.950254924594	0.790256924795239	1	0.8	1
protein retention in Golgi apparatus	129.524775405417	0.79024778188186	0.8	0.8	1
centrosome cycle	130.419719584002	0.79024143606079	1	0.8	1
atrial cardiac muscle cell to AV node cell communication	127.697971400691	0.790214186975645	1	1	1
atrial cardiac muscle cell action potential	127.704683645657	0.790208643955343	1	0.8	1
atrial cardiac muscle cell to AV node cell signaling	127.704683645657	0.790208643955343	0.8	0.8	1
L-amino acid transport	120.632324397456	0.790203897079016	0.8	1	1
hard palate development	128.483256231885	0.790203270261357	0.8	0.8	1
histidine metabolic process	125.551865949554	0.790195079247059	0.8	0.8	1
histidine catabolic process	125.551865949554	0.790195079247059	0.6	0.6	1
imidazole-containing compound catabolic process	125.551865949554	0.790195079247059	0.8	0.8	1
regulation of circadian sleep/wake cycle	123.752473908538	0.790176361487405	1	1	1
regulation of receptor-mediated endocytosis	127.96148448132	0.790150092238072	1	1	1
cerebral cortex GABAergic interneuron differentiation	119.529158413038	0.790145493603803	0.8	1	1
negative regulation of androgen receptor activity	134.382440566068	0.790143462423472	0.4	0.6	1
innervation	132.266992108402	0.790139864236617	0.8	0.6	1
regulation of vasoconstriction	133.863948307057	0.790128673457672	1	0.8	1
positive regulation of monocyte chemotactic protein-1 production	123.286801211113	0.790118925495505	0.8	0.8	1
positive regulation of interleukin-23 production	127.120970369972	0.790058151313338	0.8	0.8	1
chromatin-mediated maintenance of transcription	123.524634863265	0.790052692249547	0.6	0.6	1
copper ion import	131.922580485562	0.790050624192429	0.6	0.6	1
copper ion export	131.922580485562	0.790050624192429	0.8	0.8	1
positive regulation of aldosterone metabolic process	125.454470914136	0.790047524280512	0.4	0.6	1
positive regulation of aldosterone biosynthetic process	125.454470914136	0.790047524280512	0.8	0.8	1
positive regulation of steroid hormone biosynthetic process	125.454470914136	0.790047524280512	0.6	0.8	1
female genitalia development	136.705635449034	0.790035046126962	1	1	1
artery development	127.694869742074	0.790030662570773	1	1	1
regulation of cell growth	120.218713071947	0.790027843597341	1	1	1
negative regulation of voltage-gated calcium channel activity	128.167906902989	0.790022225747505	0.6	0.6	1
sensory perception of pain	128.385126036156	0.790018673387334	1	1	1
cell differentiation involved in embryonic placenta development	124.581202610667	0.790018017489348	0.6	0.6	1
artery morphogenesis	127.745297515423	0.790016514825692	1	1	1
thyroid-stimulating hormone signaling pathway	129.252218374582	0.790011735277526	1	0.8	1
negative regulation of transcription regulatory region DNA binding	120.513522125505	0.790001331998737	0.8	1	1
positive regulation of mesenchymal cell proliferation	125.354207757689	0.789995125085614	1	1	1
catecholamine metabolic process	119.933054131679	0.789994352739011	0.4	1	1
catechol-containing compound metabolic process	119.933054131679	0.789994352739011	0.8	1	1
positive regulation of steroid hormone secretion	121.586092238686	0.789990036859077	0.8	0.8	1
cellular response to prostaglandin stimulus	130.137504586003	0.789978531354632	1	1	1
positive regulation of growth hormone receptor signaling pathway	128.346142617204	0.789960261106773	1	1	1
axonogenesis	119.034789017861	0.789959842668203	0.8	1	1
killing of cells in other organism involved in symbiotic interaction	120.484492012863	0.789955433828129	0.4	0.8	1
regulation of cell-cell adhesion	128.667501975269	0.789921475267976	1	1	1
cytidine to uridine editing	124.304942457583	0.789898118098787	0.4	0.6	1
semi-lunar valve development	131.170234102604	0.789891383987276	0.8	0.6	1
lamellipodium assembly	127.70267941551	0.789880442347697	1	1	1
regulation of rhodopsin mediated signaling pathway	133.774055379283	0.789879716145415	1	0.8	1
amino-acid betaine biosynthetic process	129.795601966464	0.789863485454208	0.6	0.6	1
carnitine biosynthetic process	129.795601966464	0.789863485454208	1	0.8	1
response to low-density lipoprotein particle stimulus	123.116399025589	0.78985635330697	0.4	1	1
cardiac left ventricle formation	125.975454177497	0.789851486540292	0.8	0.8	1
synaptic vesicle priming	130.753873795542	0.789801073448616	0.6	0.6	1
regulation of ligase activity	121.768483977449	0.789796704296883	0.6	1	1
positive regulation of ligase activity	121.768483977449	0.789796704296883	0.8	1	1
macrophage derived foam cell differentiation	129.232919311118	0.789794604903919	0.8	0.8	1
foam cell differentiation	129.232919311118	0.789794604903919	0.8	0.8	1
positive regulation of flagellated sperm motility involved in capacitation	130.503357642342	0.789790719039733	0.6	0.6	1
negative regulation of interleukin-4 production	127.629741329628	0.789774646292955	0.8	1	1
response to prostaglandin	130.240714179633	0.789766974920399	1	1	1
regulation of relaxation of cardiac muscle	129.590526741913	0.789759274162572	1	1	1
glomerular epithelial cell development	123.13730329377	0.78975705808056	1	1	1
histone H3-K36 demethylation	126.666368132686	0.789756804055808	1	1	1
thrombopoietin-mediated signaling pathway	126.147599736635	0.78975531232182	0.8	1	1
response to interleukin-13	131.707543064849	0.789752811933668	0.8	0.8	1
cellular response to interleukin-13	131.707543064849	0.789752811933668	0.6	0.6	1
positive regulation of cysteine-type endopeptidase activity involved in apoptotic process	120.743921583512	0.789751645831163	0.8	1	1
global genome nucleotide-excision repair	120.406442533264	0.789744231410511	0.6	0.8	1
vagina development	136.868145669624	0.789739568943991	0.8	0.8	1
iron ion import across plasma membrane	123.759214906739	0.789712111651286	1	1	1
termination of RNA polymerase II transcription	121.168766596124	0.78970869356285	0.8	1	1
positive regulation of Arp2/3 complex-mediated actin nucleation	129.789301577694	0.789704131258389	0.8	0.8	1
regulation of lipase activity	129.038639056196	0.789694484121382	1	0.8	1
blastocyst development	130.922905245897	0.789686970733378	0.8	0.6	1
tryptophan catabolic process	125.469549353726	0.789679591466627	0.8	0.8	1
indole-containing compound catabolic process	125.469549353726	0.789679591466627	0.4	0.6	1
indolalkylamine catabolic process	125.469549353726	0.789679591466627	0.8	1	1
regulation of membrane repolarization during cardiac muscle cell action potential	126.952652095912	0.789622286339153	0.6	0.8	1
neuroendocrine cell differentiation	127.28404331478	0.78961731178749	1	1	1
cellular response to gonadotropin stimulus	127.839832934994	0.7896124336566	0.8	0.8	1
keratinocyte migration	128.428168759079	0.789604250439629	1	1	1
positive regulation of core promoter binding	129.339442879675	0.789596282065119	0.8	0.8	1
glomerular visceral epithelial cell development	123.17313705947	0.789592315437352	0.6	0.8	1
regulation of response to drug	124.208227617448	0.789591762722001	0.6	0.8	1
synaptic transmission, cholinergic	124.31753663267	0.78958517748806	0.6	0.8	1
regulation of interleukin-6 production	119.686914344028	0.789578875918587	0.8	1	1
regulation of protein localization to endoplasmic reticulum	127.427281123183	0.789571323005951	0.2	0.4	1
positive regulation of protein localization to endoplasmic reticulum	127.427281123183	0.789571323005951	0.2	0.4	1
nail development	126.324461773639	0.789571270354873	1	0.8	1
pattern specification involved in kidney development	127.099349829038	0.78956617415311	1	0.8	1
renal system pattern specification	127.099349829038	0.78956617415311	0.8	1	1
recognition of apoptotic cell	124.893381293923	0.789563445445552	0.8	0.8	1
bilirubin conjugation	128.348897004863	0.789563232514807	1	0.8	1
peptidyl-arginine methylation, to asymmetrical-dimethyl arginine	124.755992345228	0.789502010782196	0.8	0.8	1
detection of chemical stimulus involved in sensory perception	126.763086215298	0.789488055615906	1	1	1
regulation of intestinal epithelial structure maintenance	128.554327747559	0.78948445232391	0.8	0.8	1
reelin-mediated signaling pathway	133.115339584127	0.789482077832434	0.8	0.6	1
positive regulation of myeloid cell apoptotic process	123.959139640729	0.789464689401622	1	1	1
cardiac left ventricle morphogenesis	127.153777536107	0.789462731093944	1	1	1
induction of bacterial agglutination	125.529492267903	0.789455196320649	0.6	0.6	1
skeletal muscle atrophy	125.043752110036	0.789439785920251	1	1	1
mesodermal cell fate commitment	125.667923077929	0.789439418675156	1	0.6	1
Golgi reassembly	124.292015312633	0.78941457743919	1	1	1
protein-DNA complex subunit organization	121.772066425226	0.789398312633877	0.6	1	1
vasculogenesis	131.222863733513	0.789395257966787	1	0.8	1
ventricular septum morphogenesis	122.89957985454	0.789391626770507	0.8	0.8	1
regulation of centrosome duplication	131.697160804102	0.789391017204714	0.6	0.6	1
pore complex assembly	127.588328894647	0.789367942136611	1	1	1
positive regulation of erythrocyte differentiation	130.46182474352	0.78935227135128	0.8	0.8	1
cellular response to purine-containing compound	127.12812492486	0.789348840628677	1	0.8	1
actin filament polymerization	131.322347539793	0.789327476057024	1	1	1
biological phase	125.428562443881	0.789321657608985	0.4	0.6	1
detection of stimulus involved in sensory perception	125.431083833449	0.789319058189561	1	1	1
closure of optic fissure	128.218202320507	0.789318887274122	0.8	0.8	1
digestive tract development	123.107407650663	0.789314964338279	0.6	0.8	1
digestive system development	123.107407650663	0.789314964338279	0.8	0.8	1
amacrine cell differentiation	130.751835150008	0.789300553277641	1	0.8	1
positive regulation of ion transport	123.909176468953	0.7892999984957	0.8	0.8	1
negative regulation of endodermal cell differentiation	124.398970199587	0.789293450207992	0.4	0.4	1
aminoglycan biosynthetic process	123.656974098491	0.789284799058461	0.8	0.4	1
glycosaminoglycan biosynthetic process	123.656974098491	0.789284799058461	0.8	1	1
pronephric nephron tubule development	125.303178122127	0.789283023123493	0.4	0.4	1
pronephros morphogenesis	125.303178122127	0.789283023123493	0.8	0.8	1
negative regulation of metaphase/anaphase transition of cell cycle	128.373213692798	0.789281954543191	1	0.8	1
negative regulation of chromosome separation	128.373213692798	0.789281954543191	1	1	1
cilium or flagellum-dependent cell motility	128.239553388435	0.789265132415049	0.6	0.6	1
cilium-dependent cell motility	128.239553388435	0.789265132415049	0.8	0.8	1
negative regulation of synaptic transmission	118.424483651743	0.789254356575027	0.6	0.8	1
regulation of morphogenesis of a branching structure	127.343225645711	0.789238373086537	0.8	0.8	1
natural killer cell mediated immunity	118.731744475552	0.789217381777184	0.6	0.8	1
positive regulation of translational initiation	129.524147577179	0.789193677484017	0.8	0.8	1
histone H3-T6 phosphorylation	136.463172965308	0.78919314725603	0.8	0.8	1
physiological muscle hypertrophy	132.54888323997	0.789177273481412	0.8	0.6	1
physiological cardiac muscle hypertrophy	132.54888323997	0.789177273481412	1	0.8	1
cell growth involved in cardiac muscle cell development	132.54888323997	0.789177273481412	0.6	0.6	1
ketone body catabolic process	130.939944381981	0.789163368193925	0.6	0.6	1
determination of pancreatic left/right asymmetry	127.105099114133	0.789143688181909	0.8	1	1
defense response to tumor cell	125.954211779712	0.78914011034977	0.4	0.4	1
negative regulation of hormone metabolic process	126.632979047089	0.789120000298602	0.8	1	1
regulation of female gonad development	124.639393520185	0.789111793256454	1	1	1
positive regulation of lipid localization	129.036014586639	0.789111010083429	1	0.8	1
detection of chemical stimulus involved in sensory perception of taste	127.050966609931	0.789105320689882	1	0.6	1
regulation of organelle assembly	132.893242573732	0.789064282942112	0.8	0.6	1
receptor biosynthetic process	128.122728244956	0.789058360034184	0.8	0.8	1
lens fiber cell morphogenesis	128.548411788329	0.789044706774121	0.6	0.6	1
positive regulation of adenosine receptor signaling pathway	145.629304925765	0.789028976089855	1	0.6	1
hexose phosphate transport	128.706364067973	0.789023730592335	0.8	0.8	1
glucose-6-phosphate transport	128.706364067973	0.789023730592335	0.6	0.4	1
regulation of meiotic nuclear division	118.271298014391	0.78901967789158	0.6	1	1
regulation of humoral immune response mediated by circulating immunoglobulin	121.497251206673	0.789010780768362	0.4	0.8	1
negative regulation of humoral immune response mediated by circulating immunoglobulin	121.497251206673	0.789010780768362	1	1	1
negative regulation of smooth muscle cell differentiation	128.554962254921	0.789010316648103	0.8	0.8	1
neuron death	121.355033546735	0.789000961252452	0.6	0.8	1
negative regulation of protein import into nucleus	123.267624977748	0.7889998371452	0.8	0.8	1
negative regulation of protein import	123.267624977748	0.7889998371452	0.8	0.8	1
histone demethylation	131.419133862214	0.788995690231445	1	0.8	1
positive regulation of DNA metabolic process	120.95618518628	0.788987560474621	0.8	0.8	1
regulation of MyD88-dependent toll-like receptor signaling pathway	128.264928119697	0.788978631375948	1	1	1
regulation of phosphatidylinositol biosynthetic process	129.768339789122	0.788959979019984	1	1	1
response to muscle stretch	126.082691412784	0.788952052687497	0.8	0.8	1
negative regulation of cellular amide metabolic process	126.910168800516	0.788948026941889	1	1	1
regulation of cGMP metabolic process	122.715364862477	0.788927375141224	0.6	0.8	1
epidermal growth factor receptor signaling pathway	125.222951239806	0.78889198916977	0.8	1	1
positive regulation of acrosome reaction	125.467401665132	0.788860966343485	0.6	0.6	1
negative regulation of vascular smooth muscle cell differentiation	127.601331867093	0.78885218686084	0.8	0.8	1
proline transport	127.123700893428	0.788847494154578	0.8	0.8	1
membrane depolarization during cardiac muscle cell action potential	124.919384036878	0.788830746127857	1	1	1
positive regulation of metalloendopeptidase activity	148.275245569892	0.788824434165126	0.8	0.8	1
histone H3-K27 demethylation	133.717227987948	0.788811801237732	1	0.8	1
bundle of His cell to Purkinje myocyte signaling	130.044075672045	0.788800126146684	1	1	1
bundle of His cell action potential	130.044075672045	0.788800126146684	0.8	0.8	1
regulation of JNK cascade	122.687411892249	0.788789779982387	1	1	1
neural tube closure	121.424148120059	0.788783843411484	1	1	1
tube closure	121.424148120059	0.788783843411484	0.4	0.6	1
inositol phosphate catabolic process	130.569022567105	0.788781290516256	1	1	1
foregut morphogenesis	132.250203652173	0.788778715444016	0.8	0.8	1
embryonic foregut morphogenesis	132.250203652173	0.788778715444016	1	0.8	1
response to interleukin-15	129.43672382585	0.788775769499405	1	1	1
high-density lipoprotein particle remodeling	118.199385888111	0.78877002534887	0.8	1	1
toll-like receptor TLR6:TLR2 signaling pathway	127.66263202155	0.788769887139825	1	1	1
response to diacyl bacterial lipopeptide	127.66263202155	0.788769887139825	0.8	0.8	1
cellular response to diacyl bacterial lipopeptide	127.66263202155	0.788769887139825	0.6	0.6	1
positive regulation of T-helper 17 cell differentiation	130.939816053694	0.788768469363189	0.8	0.8	1
positive regulation of T-helper 17 cell lineage commitment	130.939816053694	0.788768469363189	0.6	0.6	1
regulation of steroid hormone secretion	126.727238840797	0.788760049079257	1	1	1
response to hepatocyte growth factor	130.737190798591	0.788759785197922	0.8	1	1
cellular response to hepatocyte growth factor stimulus	130.737190798591	0.788759785197922	0.6	0.6	1
glial cell-derived neurotrophic factor receptor signaling pathway	127.138111590887	0.788757741118567	0.4	0.4	1
histamine metabolic process	131.633712552408	0.788754664255637	0.6	0.4	1
short-term memory	129.932760738297	0.788744167686818	0.6	0.6	1
regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum	123.727021782307	0.788738547828292	0.8	1	1
retinal metabolic process	126.111850158264	0.788728395261775	0.6	0.6	1
positive regulation of interferon-gamma secretion	134.262726709435	0.788725377128219	0.8	0.8	1
D-amino acid metabolic process	126.775416791638	0.78872399533495	1	1	1
positive regulation of histone H3-K9 methylation	127.431732921267	0.788704238657428	0.8	0.8	1
chylomicron remodeling	126.296923910305	0.788681079545428	0.8	0.8	1
response to UV-C	131.7833223432	0.78868052095643	1	1	1
positive regulation of histone deacetylase activity	127.571569943416	0.788675534700518	1	1	1
circadian temperature homeostasis	133.96325608693	0.788670064807871	0.6	0.6	1
phosphorylation of RNA polymerase II C-terminal domain	126.789259242676	0.788663648270887	0.4	0.6	1
toll-like receptor TLR1:TLR2 signaling pathway	127.914173818254	0.788653677842105	0.8	0.8	1
response to triacyl bacterial lipopeptide	127.914173818254	0.788653677842105	1	1	1
cellular response to triacyl bacterial lipopeptide	127.914173818254	0.788653677842105	0.8	0.8	1
dosage compensation by inactivation of X chromosome	135.674746001299	0.788643950109144	1	1	1
photoreceptor cell outer segment organization	124.481619642441	0.788618848805118	0.8	0.8	1
ventral spinal cord development	129.314627511086	0.788599805106457	1	1	1
positive regulation of activated T cell proliferation	123.149377257697	0.788596714921663	0.8	1	1
trabecula morphogenesis	123.726378841122	0.788592639702623	0.6	1	1
axon guidance	120.608190186142	0.788576282729194	0.8	0.8	1
neuron projection guidance	120.608190186142	0.788576282729194	1	1	1
positive regulation of response to food	135.575297891928	0.788572125837105	1	0.8	1
positive regulation of appetite	135.575297891928	0.788572125837105	0.6	0.6	1
mating	129.001829034791	0.788560188184908	0.8	0.8	1
embryonic hemopoiesis	129.798290063365	0.788558299367093	0.8	0.8	1
sulfate transmembrane transport	128.969496848971	0.788542170809628	0.8	0.8	1
positive regulation of chromosome segregation	123.699775420911	0.788539453832093	0.8	0.8	1
negative regulation of cation channel activity	125.245000455645	0.788526785827292	1	1	1
detection of mechanical stimulus involved in sensory perception	126.953904655787	0.788513728009487	1	1	1
negative regulation of vascular endothelial growth factor signaling pathway	130.207910924506	0.788511639654377	0.6	0.6	1
cellular response to cadmium ion	129.666020884546	0.788507622228468	1	0.8	1
response to cadmium ion	129.660411060204	0.788505459773848	1	0.8	1
nucleotide-sugar transport	129.725220382443	0.7884937186301	0.6	0.6	1
endoplasmic reticulum membrane organization	127.17099111206	0.788490529794843	1	1	1
peptidyl-pyroglutamic acid biosynthetic process, using glutaminyl-peptide cyclotransferase	130.685053140931	0.788482796766299	0.6	0.6	1
positive regulation of cAMP biosynthetic process	122.610894793759	0.788467128368035	0.8	1	1
bradykinin catabolic process	126.091032347281	0.788462368402621	0.8	0.8	1
negative regulation of complement activation	121.181364935832	0.788458799325724	0.4	0.8	1
negative regulation of protein activation cascade	121.181364935832	0.788458799325724	0.8	0.8	1
response to bacterial lipoprotein	127.49105379752	0.788450700030166	0.8	0.6	1
response to bacterial lipopeptide	127.49105379752	0.788450700030166	0.6	0.8	1
cellular response to bacterial lipoprotein	127.49105379752	0.788450700030166	0.8	0.8	1
cellular response to bacterial lipopeptide	127.49105379752	0.788450700030166	0.8	0.8	1
ephrin receptor signaling pathway	122.902120329097	0.788446852292398	1	1	1
histone H3-K9 deacetylation	123.220627494145	0.788436488584922	0.6	0.8	1
neurotransmitter biosynthetic process	125.038146331599	0.788428745187015	0.6	0.6	1
regulation of vascular smooth muscle cell proliferation	127.986779142698	0.788412674636177	1	1	1
cellular response to drug	130.042252645178	0.788402707149508	1	0.8	1
smooth muscle adaptation	127.368873357288	0.788375995656599	0.6	0.8	1
cardiac muscle cell differentiation	130.529456908445	0.788375693794001	1	1	1
positive regulation of actin filament depolymerization	134.46605654588	0.788338602335733	0.8	0.8	1
regulation of interferon-beta secretion	129.536144352786	0.788331302623511	1	1	1
thyroid gland development	126.870286187356	0.788315635289597	0.8	1	1
detection of chemical stimulus involved in sensory perception of bitter taste	127.618746172129	0.78829152899955	1	1	1
sensory perception of bitter taste	127.618746172129	0.78829152899955	1	1	1
response to ammonium ion	121.529593695852	0.788281945054903	0.8	1	1
metanephric mesangial cell differentiation	127.791407997645	0.788250905659944	0.6	0.6	1
metanephric glomerular mesangial cell differentiation	127.791407997645	0.788250905659944	0.8	1	1
regulation of reproductive process	128.208141807041	0.788239654301044	1	1	1
regulation of protein import into nucleus	123.174637141741	0.788229745904723	1	1	1
positive regulation of hypersensitivity	125.687982914321	0.788222620241241	0.8	0.8	1
glycine metabolic process	126.080506649145	0.788214155212357	0.8	1	1
hepoxilin metabolic process	125.862541785542	0.78820969782278	1	1	1
hepoxilin biosynthetic process	125.862541785542	0.78820969782278	0.6	0.8	1
skin morphogenesis	128.514040864318	0.788203094866839	1	1	1
TOR signaling	122.296850937189	0.788186745540603	0.8	0.8	1
regulation of lipoprotein metabolic process	123.819791021057	0.788185037633157	0.6	0.8	1
regulation of amyloid-beta clearance	137.774968312818	0.788182301644099	1	1	1
attachment of spindle microtubules to kinetochore	121.875458042423	0.788173095235154	0.8	0.8	1
salivary gland development	129.177707361166	0.788168343250712	1	1	1
salivary gland morphogenesis	129.177707361166	0.788168343250712	0.8	1	1
base-excision repair, AP site formation	123.525259568765	0.78815991374036	0.8	1	1
positive regulation of nitric-oxide synthase activity	129.619854619817	0.788145051194349	1	1	1
coronary vein morphogenesis	130.812952620248	0.78814063415014	0.6	0.6	1
cardiac vascular smooth muscle cell development	130.812952620248	0.78814063415014	0.8	0.8	1
positive regulation of phosphatase activity	131.105272189095	0.788139817810957	0.8	0.8	1
glial cell apoptotic process	127.491729567534	0.788135695782598	0.8	0.8	1
oligodendrocyte apoptotic process	127.491729567534	0.788135695782598	0.8	0.8	1
positive regulation of phosphoprotein phosphatase activity	131.109971379287	0.788131815577638	1	1	1
mesonephros development	125.250525686696	0.788130697223522	0.6	1	1
regulation of viral entry into host cell	121.737432844183	0.788126737873156	0.6	0.8	1
negative regulation of germinal center formation	129.38106895756	0.788118793731417	1	1	1
amine catabolic process	128.703692540482	0.78810691957252	0.8	0.8	1
cellular biogenic amine catabolic process	128.703692540482	0.78810691957252	1	1	1
cardiac vascular smooth muscle cell differentiation	130.771125186625	0.788106413971554	0.6	0.6	1
cell-cell adhesion mediated by cadherin	126.534633983404	0.788103307989578	1	1	1
flavone metabolic process	129.056207758708	0.788099725638975	1	1	1
regulation of cytoplasmic mRNA processing body assembly	122.509803805277	0.788094870562254	0.6	0.8	1
trigeminal nerve development	127.338205032984	0.788087363076378	0.6	0.6	1
negative regulation of relaxation of cardiac muscle	122.538410893114	0.788061685762636	0.6	0.8	1
pyrimidine nucleotide-sugar transport	131.172566489016	0.788048894429032	0.8	1	1
pyrimidine nucleotide-sugar transmembrane transport	131.172566489016	0.788048894429032	0.8	1	1
microtubule anchoring at centrosome	131.585904030668	0.788045740103632	0.6	0.6	1
interleukin-10 production	137.004527653832	0.788044583437418	0.8	0.8	1
cartilage development	127.518227542317	0.788035287178031	1	1	1
establishment of epithelial cell polarity	123.233242721011	0.788035268502256	0.8	1	1
regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell	126.227743474683	0.788027000168212	0.6	0.6	1
positive regulation of circadian rhythm	129.646772595019	0.788026047641286	1	1	1
cardiac muscle cell-cardiac muscle cell adhesion	125.570028758439	0.788019306905625	1	1	1
positive regulation of phospholipase activity	130.743123831456	0.78801299945321	1	0.8	1
dendrite morphogenesis	134.571171062172	0.788011819376218	1	1	1
ferrous iron import	131.505986841968	0.788009247843962	1	0.6	1
ferrous iron import across plasma membrane	131.505986841968	0.788009247843962	0.6	0.6	1
immune response in mucosal-associated lymphoid tissue	128.585371131133	0.788007242907412	0.8	0.8	1
ferrous iron transport	131.496317777882	0.78800308982448	0.8	0.8	1
ferrous iron transmembrane transport	131.496317777882	0.78800308982448	1	0.8	1
positive regulation of cAMP metabolic process	122.855505991076	0.788001770205406	1	1	1
positive regulation of keratinocyte proliferation	126.216774401487	0.787992215437761	0.6	0.8	1
positive regulation of bone mineralization	124.940055671612	0.787979171673704	1	1	1
positive regulation of amyloid-beta clearance	125.323296127848	0.787977806948445	0.6	1	1
regulation of response to DNA damage stimulus	127.927215282291	0.787973133163817	1	1	1
negative regulation of vitamin D receptor signaling pathway	128.606037473494	0.787963546667577	0.6	0.6	1
negative regulation of interleukin-8 production	122.146357348243	0.787946242510856	0.8	1	1
response to interleukin-17	129.32695575789	0.787939960751701	0.6	0.6	1
cellular response to interleukin-17	129.32695575789	0.787939960751701	1	1	1
bleb assembly	131.473084172943	0.787933935605915	0.8	0.8	1
positive regulation of biomineral tissue development	124.964921869702	0.787932143861631	0.8	0.6	1
negative regulation of immature T cell proliferation	133.979641111293	0.787926993720231	0.6	0.6	1
negative regulation of immature T cell proliferation in thymus	133.979641111293	0.787926993720231	0.2	0.2	1
negative regulation of megakaryocyte differentiation	121.062881841127	0.787909208032226	0.6	0.8	1
regulation of cytokine secretion	122.502079765198	0.787908774090887	1	0.8	1
hydrogen peroxide catabolic process	120.562804149625	0.787907521687017	1	1	1
positive regulation of calcineurin-NFAT signaling cascade	126.034176836384	0.787879378977236	1	1	1
positive regulation of calcineurin-mediated signaling	126.034176836384	0.787879378977236	0.8	0.8	1
interleukin-1 production	129.917811056146	0.7878771637642	1	0.6	1
regulation of pathway-restricted SMAD protein phosphorylation	123.585613328626	0.787873996867355	1	1	1
cell proliferation	121.012045323195	0.787871512519235	0.8	1	1
regulation of polysome binding	132.223212713183	0.787859473003348	1	1	1
glycerol-3-phosphate metabolic process	128.083396717685	0.787854039359785	0.6	0.6	1
negative regulation of eosinophil migration	130.200640421772	0.787853865300165	0.8	0.8	1
detection of mechanical stimulus	127.493461502126	0.787851783395679	1	1	1
cellular response to inorganic substance	121.971543032449	0.787851192306733	0.6	1	1
negative regulation of peptidyl-threonine phosphorylation	131.658525896186	0.787834836373419	1	1	1
skeletal muscle fiber development	131.960859171271	0.787832874421255	1	1	1
spindle assembly	127.161074303635	0.787816792479248	1	1	1
central nervous system neuron development	130.47174537022	0.787810217211654	0.8	0.8	1
cGMP biosynthetic process	134.353581613535	0.787784990600715	0.8	0.8	1
interleukin-1 secretion	130.050080143716	0.787769678432966	0.8	0.8	1
regulation of extent of cell growth	123.115407030354	0.787762995733926	0.8	1	1
activation of MAPKKK activity	132.904217866878	0.78775411490945	1	0.8	1
